Timestamp,Age Group,Gender,Preferred Tool,Satisfaction,Feedback
2026-04-19 15:43:09,18-24,Female,Power BI,3,Great tool!
2026-04-19 15:43:11,18-24,Male,Excel,2,Very useful.
2026-04-19 15:43:13,18-24,Female,Power BI,4,Great tool!
2026-04-19 15:43:15,35-44,Non-Binary,Tableau,1,Needs better UI.
2026-04-19 15:43:17,18-24,Male,Python,4,Very useful.
2026-04-19 15:43:19,25-34,Female,R,4,Very useful.
2026-04-19 15:43:21,35-44,Female,Excel,3,Basic features are lacking.
2026-04-19 15:43:23,35-44,Female,Python,5,Basic features are lacking.
2026-04-19 15:43:25,45+,Female,Power BI,3,Basic features are lacking.
2026-04-19 15:43:27,18-24,Female,Python,5,Needs better UI.
2026-04-19 15:43:29,35-44,Male,Tableau,4,Needs better UI.
2026-04-19 15:43:31,45+,Male,Tableau,2,Great tool!
2026-04-19 15:43:33,35-44,Male,Tableau,5,Very useful.
2026-04-19 15:43:35,25-34,Male,Excel,4,Needs better UI.
2026-04-19 15:43:37,35-44,Male,R,1,Basic features are lacking.
2026-04-19 15:43:39,18-24,Male,R,4,Very useful.
2026-04-19 15:43:41,25-34,Female,Excel,1,Needs better UI.
2026-04-19 15:43:43,45+,Male,R,3,Needs better UI.
2026-04-19 15:43:45,18-24,Female,Python,4,Basic features are lacking.
2026-04-19 15:43:47,18-24,Female,Python,5,Great tool!
2026-04-19 15:43:49,35-44,Male,Python,3,Very useful.
2026-04-19 15:43:51,18-24,Female,Python,5,Great tool!
2026-04-19 15:43:53,18-24,Female,Python,5,Needs better UI.
2026-04-19 15:43:55,45+,Female,Python,3,Basic features are lacking.
2026-04-19 15:43:57,45+,Male,Excel,1,Great tool!
2026-04-19 15:43:59,35-44,Non-Binary,Tableau,1,Needs better UI.
2026-04-19 15:44:01,18-24,Male,R,3,Great tool!
2026-04-19 15:44:03,18-24,Female,Tableau,4,Basic features are lacking.
2026-04-19 15:44:05,45+,Male,Excel,2,Basic features are lacking.
2026-04-19 15:44:07,25-34,Female,Python,5,Great tool!
2026-04-19 15:44:09,45+,Male,R,5,Very useful.
2026-04-19 15:44:11,35-44,Female,R,4,Very useful.
2026-04-19 15:44:13,18-24,Male,Python,3,Great tool!
2026-04-19 15:44:15,35-44,Male,Power BI,5,Very useful.
2026-04-19 15:44:17,45+,Female,Power BI,5,Needs better UI.
2026-04-19 15:44:19,25-34,Female,R,3,Very useful.
2026-04-19 15:44:21,18-24,Non-Binary,Tableau,3,Needs better UI.
2026-04-19 15:44:23,45+,Male,Power BI,4,Basic features are lacking.
2026-04-19 15:44:25,35-44,Female,Excel,3,Basic features are lacking.
2026-04-19 15:44:27,18-24,Female,R,2,Basic features are lacking.
2026-04-19 15:44:29,35-44,Female,Power BI,3,Great tool!
2026-04-19 15:44:31,18-24,Female,Python,3,Basic features are lacking.
2026-04-19 15:44:33,18-24,Female,Tableau,1,Very useful.
2026-04-19 15:44:35,25-34,Female,Excel,1,Basic features are lacking.
2026-04-19 15:44:37,18-24,Female,Tableau,3,Needs better UI.
2026-04-19 15:44:39,18-24,Male,R,1,Very useful.
2026-04-19 15:44:41,35-44,Male,R,4,Basic features are lacking.
2026-04-19 15:44:43,35-44,Male,Python,5,Very useful.
2026-04-19 15:44:45,25-34,Female,Excel,4,Great tool!
2026-04-19 15:44:47,18-24,Male,Tableau,3,Needs better UI.
2026-04-19 15:44:49,45+,Female,R,5,Very useful.
2026-04-19 15:44:51,18-24,Male,Power BI,4,Very useful.
2026-04-19 15:44:53,18-24,Female,R,4,Basic features are lacking.
2026-04-19 15:44:55,35-44,Female,R,4,Very useful.
2026-04-19 15:44:57,25-34,Female,Power BI,3,Very useful.
2026-04-19 15:44:59,35-44,Female,Excel,5,Basic features are lacking.
2026-04-19 15:45:01,45+,Female,Tableau,3,Basic features are lacking.
2026-04-19 15:45:03,25-34,Male,Excel,5,Needs better UI.
2026-04-19 15:45:05,45+,Female,Tableau,3,Great tool!
2026-04-19 15:45:07,18-24,Female,R,3,Basic features are lacking.
2026-04-19 15:45:09,25-34,Male,Power BI,3,Great tool!
2026-04-19 15:45:11,45+,Male,Power BI,4,Great tool!
2026-04-19 15:45:13,35-44,Female,R,1,Needs better UI.
2026-04-19 15:45:15,18-24,Female,Tableau,1,Needs better UI.
2026-04-19 15:45:17,35-44,Male,Python,4,Great tool!
2026-04-19 15:45:19,18-24,Male,Excel,5,Great tool!
2026-04-19 15:45:21,25-34,Male,Excel,4,Basic features are lacking.
2026-04-19 15:45:23,45+,Female,Power BI,3,Basic features are lacking.
2026-04-19 15:45:25,45+,Female,Python,5,Needs better UI.
2026-04-19 15:45:27,45+,Female,Tableau,1,Very useful.
2026-04-19 15:45:29,25-34,Male,Excel,4,Needs better UI.
2026-04-19 15:45:31,35-44,Female,R,3,Great tool!
2026-04-19 15:45:33,18-24,Female,Excel,3,Very useful.
2026-04-19 15:45:35,35-44,Female,Python,5,Needs better UI.
2026-04-19 15:45:37,25-34,Female,Power BI,3,Needs better UI.
2026-04-19 15:45:39,25-34,Female,R,1,Needs better UI.
2026-04-19 15:45:41,18-24,Female,Power BI,3,Great tool!
2026-04-19 15:45:43,25-34,Male,R,3,Very useful.
2026-04-19 15:45:45,25-34,Female,Python,4,Great tool!
2026-04-19 15:45:47,18-24,Male,R,1,Very useful.
2026-04-19 15:45:49,35-44,Female,Tableau,3,Great tool!
2026-04-19 15:45:51,35-44,Male,Python,3,Very useful.
2026-04-19 15:45:53,45+,Female,Python,5,Basic features are lacking.
2026-04-19 15:45:55,25-34,Female,Python,3,Great tool!
2026-04-19 15:45:57,18-24,Female,Tableau,2,Needs better UI.
2026-04-19 15:45:59,18-24,Male,R,3,Very useful.
2026-04-19 15:46:01,25-34,Male,Tableau,2,Needs better UI.
2026-04-19 15:46:03,35-44,Non-Binary,Power BI,3,Basic features are lacking.
2026-04-19 15:46:05,45+,Female,Python,4,Great tool!
2026-04-19 15:46:07,25-34,Female,R,5,Very useful.
2026-04-19 15:46:09,45+,Male,R,1,Basic features are lacking.
2026-04-19 15:46:11,45+,Female,Tableau,1,Very useful.
2026-04-19 15:46:13,45+,Female,Power BI,4,Great tool!
2026-04-19 15:46:15,35-44,Female,Tableau,2,Basic features are lacking.
2026-04-19 15:46:17,35-44,Male,Excel,4,Needs better UI.
2026-04-19 15:46:19,25-34,Male,Python,4,Very useful.
2026-04-19 15:46:21,25-34,Female,Excel,4,Needs better UI.
2026-04-19 15:46:23,18-24,Female,R,4,Very useful.
2026-04-19 15:46:25,45+,Female,R,2,Needs better UI.
2026-04-19 15:46:27,45+,Male,Excel,3,Very useful.
2026-04-19 15:46:29,35-44,Female,R,1,Great tool!
2026-04-19 15:46:31,18-24,Female,Excel,2,Basic features are lacking.
2026-04-19 15:46:33,35-44,Female,Tableau,3,Great tool!
2026-04-19 15:46:35,45+,Male,Tableau,5,Basic features are lacking.
2026-04-19 15:46:37,25-34,Female,Excel,2,Very useful.
2026-04-19 15:46:39,45+,Female,Tableau,4,Great tool!
2026-04-19 15:46:41,18-24,Male,R,5,Needs better UI.
2026-04-19 15:46:44,25-34,Male,Excel,4,Basic features are lacking.
2026-04-19 15:46:46,18-24,Male,R,1,Very useful.
2026-04-19 15:46:48,35-44,Female,R,1,Needs better UI.
2026-04-19 15:46:50,25-34,Female,Power BI,5,Needs better UI.
2026-04-19 15:46:52,45+,Female,Excel,5,Great tool!
2026-04-19 15:46:54,25-34,Female,Power BI,3,Basic features are lacking.
2026-04-19 15:46:56,35-44,Non-Binary,Power BI,4,Needs better UI.
2026-04-19 15:46:58,45+,Female,Excel,2,Great tool!
2026-04-19 15:47:00,35-44,Female,Power BI,4,Very useful.
2026-04-19 15:47:02,18-24,Male,Power BI,5,Very useful.
2026-04-19 15:47:04,18-24,Male,R,3,Needs better UI.
2026-04-19 15:47:06,45+,Male,Tableau,1,Great tool!
2026-04-19 15:47:08,25-34,Female,Power BI,5,Very useful.
2026-04-19 15:47:10,18-24,Female,Power BI,3,Needs better UI.
2026-04-19 15:47:12,25-34,Female,Power BI,5,Needs better UI.
2026-04-19 15:47:14,18-24,Female,Excel,2,Basic features are lacking.
2026-04-19 15:47:16,18-24,Male,Tableau,2,Very useful.
2026-04-19 15:47:18,18-24,Male,Tableau,4,Needs better UI.
2026-04-19 15:47:20,18-24,Female,Excel,2,Needs better UI.
2026-04-19 15:47:22,35-44,Female,Excel,2,Great tool!
2026-04-19 15:47:24,35-44,Female,Tableau,3,Needs better UI.
2026-04-19 15:47:26,35-44,Male,Power BI,3,Great tool!
2026-04-19 15:47:28,18-24,Female,Power BI,3,Basic features are lacking.
2026-04-19 15:47:30,45+,Non-Binary,Python,3,Very useful.
2026-04-19 15:47:32,45+,Male,R,4,Very useful.
2026-04-19 15:47:34,45+,Female,Python,4,Very useful.
2026-04-19 15:47:36,18-24,Male,Tableau,5,Basic features are lacking.
2026-04-19 15:47:38,45+,Male,Excel,4,Very useful.
2026-04-19 15:47:40,45+,Male,Python,5,Basic features are lacking.
2026-04-19 15:47:42,35-44,Female,Excel,2,Needs better UI.
2026-04-19 15:47:44,18-24,Male,Python,3,Great tool!
2026-04-19 15:47:46,18-24,Female,Python,5,Needs better UI.
2026-04-19 15:47:48,45+,Male,Tableau,4,Basic features are lacking.
2026-04-19 15:47:50,35-44,Male,Python,5,Basic features are lacking.
2026-04-19 15:47:52,35-44,Female,Excel,3,Great tool!
2026-04-19 15:47:54,35-44,Male,Python,4,Basic features are lacking.
2026-04-19 15:47:56,18-24,Female,Tableau,2,Great tool!
2026-04-19 15:47:58,18-24,Male,Excel,4,Basic features are lacking.
2026-04-19 15:48:00,25-34,Male,Power BI,3,Basic features are lacking.
2026-04-19 15:48:02,25-34,Non-Binary,Tableau,1,Needs better UI.
2026-04-19 15:48:04,18-24,Male,Python,3,Needs better UI.
2026-04-19 15:48:06,18-24,Male,Power BI,3,Basic features are lacking.
2026-04-19 15:48:08,25-34,Male,Excel,4,Great tool!
2026-04-19 15:48:10,35-44,Female,Power BI,3,Very useful.
2026-04-19 15:48:12,45+,Female,R,3,Great tool!
2026-04-19 15:48:14,18-24,Female,Power BI,4,Needs better UI.
2026-04-19 15:48:16,18-24,Female,Power BI,3,Very useful.
2026-04-19 15:48:18,25-34,Male,Power BI,5,Needs better UI.
2026-04-19 15:48:20,35-44,Male,R,1,Needs better UI.
2026-04-19 15:48:22,45+,Female,Tableau,3,Basic features are lacking.
2026-04-19 15:48:24,25-34,Male,Power BI,3,Great tool!
2026-04-19 15:48:26,35-44,Female,R,2,Very useful.
2026-04-19 15:48:28,18-24,Non-Binary,Excel,4,Basic features are lacking.
2026-04-19 15:48:30,35-44,Male,Tableau,5,Needs better UI.
2026-04-19 15:48:32,35-44,Male,Excel,4,Needs better UI.
2026-04-19 15:48:34,25-34,Non-Binary,R,1,Very useful.
2026-04-19 15:48:36,35-44,Female,Python,4,Basic features are lacking.
2026-04-19 15:48:38,35-44,Male,R,2,Great tool!
2026-04-19 15:48:40,35-44,Male,Power BI,4,Very useful.
2026-04-19 15:48:42,18-24,Male,R,1,Very useful.
2026-04-19 15:48:44,45+,Male,Tableau,4,Needs better UI.
2026-04-19 15:48:46,45+,Female,Power BI,3,Very useful.
2026-04-19 15:48:48,25-34,Female,Tableau,2,Needs better UI.
2026-04-19 15:48:50,45+,Female,Excel,2,Great tool!
2026-04-19 15:48:52,18-24,Female,R,2,Very useful.
2026-04-19 15:48:54,35-44,Female,Python,3,Very useful.
2026-04-19 15:48:56,35-44,Female,Excel,3,Great tool!
2026-04-19 15:48:58,35-44,Female,Tableau,3,Great tool!
2026-04-19 15:49:00,45+,Female,R,5,Needs better UI.
2026-04-19 15:49:02,45+,Non-Binary,Excel,1,Needs better UI.
2026-04-19 15:49:04,45+,Male,Power BI,4,Great tool!
2026-04-19 15:49:06,25-34,Male,R,1,Very useful.
2026-04-19 15:49:08,18-24,Male,Tableau,1,Great tool!
2026-04-19 15:49:10,45+,Female,R,4,Needs better UI.
2026-04-19 15:49:12,35-44,Male,Tableau,5,Great tool!
2026-04-19 15:49:14,45+,Male,Excel,4,Needs better UI.
2026-04-19 15:49:16,35-44,Female,R,1,Needs better UI.
2026-04-19 15:49:18,25-34,Male,R,3,Great tool!
2026-04-19 15:49:20,25-34,Female,Excel,2,Very useful.
2026-04-19 15:49:22,45+,Male,Excel,3,Needs better UI.
2026-04-19 15:49:24,18-24,Female,R,2,Very useful.
2026-04-19 15:49:26,18-24,Female,Tableau,1,Great tool!
2026-04-19 15:49:28,25-34,Non-Binary,Tableau,4,Basic features are lacking.
2026-04-19 15:49:30,18-24,Male,R,5,Needs better UI.
2026-04-19 15:49:32,45+,Female,Python,3,Needs better UI.
2026-04-19 15:49:34,18-24,Female,Python,4,Needs better UI.
2026-04-19 15:49:36,35-44,Female,Excel,3,Great tool!
2026-04-19 15:49:38,45+,Male,R,4,Very useful.
2026-04-19 15:49:40,18-24,Male,Python,5,Great tool!
2026-04-19 15:49:42,18-24,Female,Power BI,3,Great tool!
2026-04-19 15:49:44,25-34,Male,Excel,4,Needs better UI.
2026-04-19 15:49:46,35-44,Female,Power BI,5,Very useful.
2026-04-19 15:49:48,35-44,Male,Python,4,Basic features are lacking.
2026-04-19 15:49:50,35-44,Male,Excel,1,Very useful.
2026-04-19 15:49:52,45+,Female,R,1,Basic features are lacking.
2026-04-19 15:49:54,25-34,Female,Excel,4,Very useful.
2026-04-19 15:49:56,18-24,Male,Tableau,4,Needs better UI.
2026-04-19 15:49:58,45+,Female,R,4,Very useful.
2026-04-19 15:50:00,35-44,Male,R,1,Very useful.
2026-04-19 15:50:02,18-24,Male,Power BI,4,Basic features are lacking.
2026-04-19 15:50:04,18-24,Male,Tableau,2,Needs better UI.
2026-04-19 15:50:06,35-44,Male,Excel,4,Basic features are lacking.
2026-04-19 15:50:08,25-34,Male,Tableau,2,Needs better UI.
2026-04-19 15:50:10,35-44,Female,Python,5,Very useful.
2026-04-19 15:50:12,45+,Male,Power BI,3,Needs better UI.
2026-04-19 15:50:14,25-34,Non-Binary,R,5,Very useful.
2026-04-19 15:50:16,18-24,Male,Excel,1,Needs better UI.
2026-04-19 15:50:18,18-24,Male,Power BI,4,Needs better UI.
2026-04-19 15:50:20,35-44,Male,Tableau,3,Great tool!
2026-04-19 15:50:22,25-34,Female,Power BI,5,Needs better UI.
2026-04-19 15:50:24,35-44,Female,R,3,Great tool!
2026-04-19 15:50:26,25-34,Male,Python,5,Very useful.
2026-04-19 15:50:28,25-34,Male,R,4,Basic features are lacking.
2026-04-19 15:50:30,35-44,Female,Power BI,3,Great tool!
2026-04-19 15:50:33,45+,Female,Tableau,3,Needs better UI.
2026-04-19 15:50:35,18-24,Female,Python,3,Very useful.
2026-04-19 15:50:37,35-44,Male,Power BI,4,Very useful.
2026-04-19 15:50:39,25-34,Non-Binary,Power BI,5,Needs better UI.
2026-04-19 15:50:41,18-24,Male,Python,4,Basic features are lacking.
2026-04-19 15:50:43,18-24,Male,R,4,Great tool!
2026-04-19 15:50:45,18-24,Male,Power BI,5,Needs better UI.
2026-04-19 15:50:47,35-44,Female,Excel,2,Needs better UI.
2026-04-19 15:50:49,45+,Female,Python,4,Basic features are lacking.
2026-04-19 15:50:51,25-34,Male,R,4,Basic features are lacking.
2026-04-19 15:50:53,45+,Female,Power BI,3,Great tool!
2026-04-19 15:50:55,18-24,Male,Python,3,Very useful.
2026-04-19 15:50:57,35-44,Male,Python,5,Needs better UI.
2026-04-19 15:50:59,18-24,Male,Python,5,Great tool!
2026-04-19 15:51:01,25-34,Female,Tableau,2,Needs better UI.
2026-04-19 15:51:03,45+,Male,Python,5,Needs better UI.
2026-04-19 15:51:07,18-24,Female,Power BI,3,Needs better UI.
2026-04-19 15:57:29,18-24,Male,Python,3,Great tool!
2026-04-19 15:57:31,18-24,Male,Python,4,Very useful.
2026-04-19 15:57:33,35-44,Male,R,2,Very useful.
2026-04-19 15:57:35,35-44,Male,Python,5,Needs better UI.
2026-04-19 15:57:37,25-34,Female,Power BI,4,Needs better UI.
2026-04-19 15:57:39,25-34,Female,Python,3,Basic features are lacking.
2026-04-19 15:57:41,25-34,Male,Python,3,Great tool!
2026-04-19 15:57:43,18-24,Male,Excel,1,Great tool!
2026-04-19 15:57:45,18-24,Female,Python,3,Very useful.
2026-04-19 15:57:47,45+,Female,Python,5,Needs better UI.
2026-04-19 15:57:49,45+,Female,R,4,Great tool!
2026-04-19 15:57:51,45+,Female,Python,3,Basic features are lacking.
2026-04-19 15:57:53,25-34,Male,Tableau,1,Very useful.
2026-04-19 15:57:55,18-24,Female,R,2,Basic features are lacking.
2026-04-19 15:57:57,45+,Male,Tableau,2,Great tool!
2026-04-19 15:57:59,25-34,Female,R,3,Basic features are lacking.
2026-04-19 15:58:01,25-34,Male,Power BI,3,Basic features are lacking.
2026-04-19 15:58:03,35-44,Female,Excel,5,Basic features are lacking.
2026-04-19 15:58:05,18-24,Female,Tableau,5,Needs better UI.
2026-04-19 15:58:07,35-44,Male,Power BI,3,Needs better UI.
2026-04-19 15:58:09,25-34,Male,Power BI,5,Basic features are lacking.
2026-04-19 15:58:11,25-34,Male,R,3,Basic features are lacking.
2026-04-19 15:58:13,35-44,Non-Binary,Python,3,Great tool!
2026-04-19 15:58:15,45+,Female,R,1,Great tool!
2026-04-19 15:58:17,35-44,Male,Power BI,3,Needs better UI.
2026-04-19 15:58:19,18-24,Female,Excel,2,Great tool!
2026-04-19 15:58:21,18-24,Female,Power BI,4,Needs better UI.
2026-04-19 15:58:23,45+,Non-Binary,Tableau,4,Basic features are lacking.
2026-04-19 15:58:25,18-24,Non-Binary,Python,3,Basic features are lacking.
2026-04-19 15:58:27,25-34,Male,Power BI,4,Basic features are lacking.
2026-04-19 15:58:29,18-24,Non-Binary,Power BI,4,Great tool!
2026-04-19 15:58:31,45+,Female,Power BI,4,Needs better UI.
2026-04-19 15:58:33,35-44,Male,Power BI,3,Very useful.
2026-04-19 15:58:35,45+,Male,Python,3,Great tool!
2026-04-19 15:58:37,25-34,Female,R,2,Great tool!
2026-04-19 15:58:39,35-44,Male,R,2,Needs better UI.
2026-04-19 15:58:41,18-24,Male,Python,4,Very useful.
2026-04-19 15:58:43,35-44,Male,R,3,Needs better UI.
2026-04-19 15:58:45,18-24,Male,R,3,Very useful.
2026-04-19 15:58:47,25-34,Male,Power BI,5,Basic features are lacking.
2026-04-19 15:58:49,18-24,Female,Tableau,3,Basic features are lacking.
2026-04-19 15:58:51,18-24,Male,Tableau,5,
2026-04-19 15:58:51,45+,Non-Binary,R,5,Very useful.
2026-04-19 15:58:53,18-24,Female,Python,3,Very useful.
2026-04-19 15:58:55,25-34,Female,Power BI,4,Great tool!
2026-04-19 15:58:57,18-24,Male,Tableau,2,Very useful.
2026-04-19 15:58:59,18-24,Male,R,3,Needs better UI.
2026-04-19 15:59:01,25-34,Male,Excel,4,Needs better UI.
2026-04-19 15:59:03,45+,Male,Tableau,1,Basic features are lacking.
2026-04-19 15:59:05,18-24,Female,Excel,1,Great tool!
2026-04-19 15:59:08,45+,Female,Python,3,Great tool!
2026-04-19 15:59:10,18-24,Male,R,3,Needs better UI.
2026-04-19 15:59:12,45+,Male,Python,5,Great tool!
2026-04-19 15:59:14,18-24,Female,R,3,Great tool!
2026-04-19 15:59:16,45+,Non-Binary,R,3,Very useful.
2026-04-19 15:59:18,25-34,Female,Python,5,Great tool!
2026-04-19 15:59:20,25-34,Male,Excel,5,Very useful.
2026-04-19 15:59:22,45+,Male,Power BI,5,Basic features are lacking.
2026-04-19 15:59:24,25-34,Male,Power BI,3,Needs better UI.
2026-04-19 15:59:26,25-34,Male,Power BI,4,Needs better UI.
2026-04-19 15:59:28,18-24,Female,Python,4,Very useful.
2026-04-19 15:59:30,45+,Female,Python,4,Great tool!
2026-04-19 15:59:32,35-44,Female,Python,3,Great tool!
2026-04-19 15:59:34,45+,Non-Binary,R,3,Needs better UI.
2026-04-19 15:59:36,35-44,Male,Python,5,Great tool!
2026-04-19 15:59:38,18-24,Male,R,2,Needs better UI.
2026-04-19 15:59:40,35-44,Female,Python,5,Basic features are lacking.
2026-04-19 15:59:42,35-44,Male,Python,3,Very useful.
2026-04-19 15:59:44,25-34,Female,Excel,5,Very useful.
2026-04-19 15:59:46,45+,Female,R,5,Needs better UI.
2026-04-19 15:59:48,25-34,Non-Binary,Tableau,4,Basic features are lacking.
2026-04-19 15:59:50,45+,Male,Excel,5,Great tool!
2026-04-19 15:59:52,35-44,Male,R,1,Very useful.
2026-04-19 15:59:54,25-34,Female,R,5,Needs better UI.
2026-04-19 15:59:56,18-24,Male,R,4,Needs better UI.
2026-04-19 15:59:58,35-44,Male,R,1,Needs better UI.
2026-04-19 16:00:00,25-34,Male,Python,5,Basic features are lacking.
2026-04-19 16:00:02,35-44,Male,Power BI,3,Needs better UI.
2026-04-19 16:00:04,18-24,Male,Power BI,4,Great tool!
2026-04-19 16:00:06,18-24,Female,Tableau,2,Basic features are lacking.
2026-04-19 16:00:08,35-44,Male,Python,5,Great tool!
2026-04-19 16:00:10,25-34,Male,Excel,4,Needs better UI.
2026-04-19 16:00:12,35-44,Male,Python,3,Very useful.
2026-04-19 16:00:14,45+,Male,Power BI,5,Great tool!
2026-04-19 16:00:16,45+,Female,R,5,Basic features are lacking.
2026-04-19 16:00:18,25-34,Male,Power BI,3,Great tool!
2026-04-19 16:00:20,35-44,Female,Excel,5,Great tool!
2026-04-19 16:00:22,18-24,Male,Excel,3,Great tool!
2026-04-19 16:00:24,45+,Female,Tableau,1,Great tool!
2026-04-19 16:00:26,45+,Female,R,4,Basic features are lacking.
2026-04-19 16:00:28,18-24,Male,Power BI,3,Very useful.
2026-04-19 16:00:30,35-44,Male,Excel,2,Needs better UI.
2026-04-19 16:00:32,25-34,Male,Excel,4,Needs better UI.
2026-04-19 16:00:34,25-34,Female,Excel,4,Great tool!
2026-04-19 16:00:36,18-24,Male,Power BI,3,Very useful.
2026-04-19 16:00:38,18-24,Female,Python,5,Needs better UI.
2026-04-19 16:00:40,45+,Female,Python,5,Basic features are lacking.
2026-04-19 16:00:42,35-44,Female,Power BI,3,Basic features are lacking.
2026-04-19 16:00:44,45+,Female,Tableau,4,Basic features are lacking.
2026-04-19 16:00:46,25-34,Male,Python,5,Needs better UI.
2026-04-19 16:00:48,45+,Male,Excel,2,Great tool!
2026-04-19 16:00:50,18-24,Female,R,2,Basic features are lacking.
2026-04-19 16:00:52,45+,Female,Python,5,Needs better UI.
2026-04-19 16:00:54,45+,Male,Excel,4,Needs better UI.
2026-04-19 16:00:56,35-44,Male,R,3,Needs better UI.
2026-04-19 16:00:58,35-44,Male,Python,3,Basic features are lacking.
2026-04-19 16:01:00,35-44,Male,Excel,1,Needs better UI.
2026-04-19 16:01:02,45+,Male,Excel,4,Needs better UI.
2026-04-19 16:01:04,35-44,Male,Python,4,Great tool!
2026-04-19 16:01:06,25-34,Female,Python,5,Great tool!
2026-04-19 16:01:08,18-24,Female,Excel,5,Needs better UI.
2026-04-19 16:01:10,45+,Female,Python,4,Great tool!
2026-04-19 16:01:12,18-24,Non-Binary,Power BI,5,Needs better UI.
2026-04-19 16:01:14,25-34,Non-Binary,Power BI,3,Basic features are lacking.
2026-04-19 16:01:16,25-34,Male,Excel,1,Great tool!
2026-04-19 16:01:18,45+,Female,Tableau,5,Basic features are lacking.
2026-04-19 16:01:20,18-24,Male,Excel,5,Very useful.
2026-04-19 16:01:22,18-24,Non-Binary,Excel,4,Very useful.
2026-04-19 16:01:24,45+,Male,Power BI,5,Great tool!
2026-04-19 16:01:26,25-34,Male,Power BI,4,Basic features are lacking.
2026-04-19 16:01:28,35-44,Male,Power BI,3,Great tool!
2026-04-19 16:01:30,18-24,Female,Power BI,3,Basic features are lacking.
2026-04-19 16:01:32,25-34,Male,Power BI,5,Needs better UI.
2026-04-19 16:01:34,18-24,Female,R,5,Great tool!
2026-04-19 16:01:36,45+,Female,Power BI,4,Great tool!
2026-04-19 16:01:38,25-34,Male,Excel,2,Needs better UI.
2026-04-19 16:01:40,35-44,Female,Tableau,5,Great tool!
2026-04-19 16:01:42,18-24,Male,Tableau,2,Needs better UI.
2026-04-19 16:01:44,18-24,Non-Binary,Python,4,Basic features are lacking.
2026-04-19 16:01:46,18-24,Male,Excel,3,Basic features are lacking.
2026-04-19 16:01:48,45+,Female,Python,4,Basic features are lacking.
2026-04-19 16:01:50,45+,Male,Python,5,Very useful.
2026-04-19 16:01:52,25-34,Female,Power BI,4,Great tool!
2026-04-19 16:01:54,18-24,Non-Binary,Tableau,4,Needs better UI.
2026-04-19 16:01:56,35-44,Female,Excel,1,Great tool!
2026-04-19 16:01:58,35-44,Female,R,2,Great tool!
2026-04-19 16:02:00,25-34,Female,Power BI,5,Great tool!
2026-04-19 16:02:02,18-24,Female,Power BI,5,Needs better UI.
2026-04-19 16:02:04,25-34,Male,Python,3,Basic features are lacking.
2026-04-19 16:02:06,35-44,Male,Tableau,3,Very useful.
2026-04-19 16:02:08,45+,Male,Excel,5,Basic features are lacking.
2026-04-19 16:02:10,35-44,Female,Python,5,Very useful.
2026-04-19 16:02:12,45+,Male,Power BI,4,Basic features are lacking.
2026-04-19 16:02:14,35-44,Female,Excel,2,Basic features are lacking.
2026-04-19 16:02:16,45+,Female,Excel,4,Basic features are lacking.
2026-04-19 16:02:18,18-24,Female,Python,5,Great tool!
2026-04-19 16:02:20,35-44,Non-Binary,Power BI,4,Great tool!
2026-04-19 16:02:22,35-44,Male,Tableau,3,Very useful.
2026-04-19 16:02:24,35-44,Male,Python,5,Very useful.
2026-04-19 16:02:26,45+,Male,Excel,4,Basic features are lacking.
2026-04-19 16:02:28,18-24,Male,R,1,Great tool!
2026-04-19 16:02:30,25-34,Male,Power BI,3,Basic features are lacking.
2026-04-19 16:02:32,25-34,Male,Python,3,Great tool!
2026-04-19 16:02:34,18-24,Female,Tableau,2,Great tool!
2026-04-19 16:02:36,25-34,Male,Python,4,Great tool!
2026-04-19 16:02:38,18-24,Female,Excel,2,Great tool!
2026-04-19 16:02:40,35-44,Male,R,5,Needs better UI.
2026-04-19 16:02:42,25-34,Male,Tableau,5,Basic features are lacking.
2026-04-19 16:02:44,45+,Female,Power BI,4,Very useful.
2026-04-19 16:02:46,35-44,Male,R,4,Great tool!
2026-04-19 16:02:48,45+,Non-Binary,Excel,4,Great tool!
2026-04-19 16:02:51,35-44,Male,R,3,Basic features are lacking.
2026-04-19 16:02:53,45+,Female,Excel,2,Needs better UI.
2026-04-19 16:02:55,18-24,Female,Tableau,2,Needs better UI.
2026-04-19 16:02:57,35-44,Female,Power BI,5,Very useful.
2026-04-19 16:02:59,35-44,Male,Python,5,Needs better UI.
2026-04-19 16:03:01,25-34,Female,Tableau,3,Great tool!
2026-04-19 16:03:03,45+,Male,Python,4,Great tool!
2026-04-19 16:03:05,35-44,Female,Tableau,1,Needs better UI.
2026-04-19 16:03:07,18-24,Female,Excel,3,Very useful.
2026-04-19 16:03:09,25-34,Female,Power BI,3,Needs better UI.
2026-04-19 16:03:11,35-44,Female,Python,4,Very useful.
2026-04-19 16:03:13,25-34,Male,R,1,Needs better UI.
2026-04-19 16:03:15,25-34,Female,R,4,Very useful.
2026-04-19 16:03:17,18-24,Male,R,2,Needs better UI.
2026-04-19 16:03:19,45+,Male,Tableau,5,Needs better UI.
2026-04-19 16:03:21,18-24,Female,Tableau,3,Needs better UI.
2026-04-19 16:03:23,18-24,Female,Tableau,2,Needs better UI.
2026-04-19 16:03:25,35-44,Male,Tableau,1,Needs better UI.
2026-04-19 16:03:27,35-44,Male,Tableau,1,Very useful.
2026-04-19 16:03:29,18-24,Male,Power BI,3,Very useful.
2026-04-19 16:03:31,35-44,Male,Tableau,4,Great tool!
